ticker,fsym_id,month,fiscal_date,ff_pe_dil,ff_pbk_tang,ff_psales_dil,ff_pfcf,ff_div_yld,ff_earn_yld,ff_fcf_yld,ff_entrpr_val_ebitda_oper,ff_entrpr_val_sales,ff_roce,ff_roic,ff_roa_ptx,ff_ebit_oper_mgn,ff_ebitda_oper_mgn,ff_debt_eq,ff_tcap_assets,ff_ebit_oper_int_covg,ff_zscore,ff_fscore,ff_sales_gr,ff_eps_dil_gr,ff_eps_basic_gr,ff_bps_gr,ff_com_eq_gr,ff_assets_gr,ret,next_ret,Mkt_RF,SMB,HML,RMW,CMA,RF,Mom,vix,vix_chg,cpi_yoy,core_cpi_yoy,pce_yoy,core_pce_yoy,m2_yoy,y10,y2,y3m,slope_10y_2y,slope_10y_3m,baa_spread,baa_aaa_spread,sp500,sp500_ret,sp500_mom_12m,country,sector,ctry_AR,ctry_AT,ctry_AU,ctry_BE,ctry_CA,ctry_CH,ctry_CN,ctry_DE,ctry_DK,ctry_ES,ctry_FI,ctry_FR,ctry_GB,ctry_IE,ctry_IL,ctry_IT,ctry_JP,ctry_MX,ctry_NL,ctry_NO,ctry_SE,ctry_TW,ctry_US,ctry_UY,sect_business_services,sect_consumer_cyclicals,sect_consumer_non_cyclicals,sect_consumer_services,sect_energy,sect_finance,sect_healthcare,sect_industrials,sect_non_energy_materials,sect_technology
2146.T,SXD4G8-R,2018-11,2018-03-31,40.1746728660181,22.5083239444633,1.73688508853751,29.5704656391879,0.0,2.60544411557143,3.38175263183804,24.1045006517572,1.68448791248553,48.1440296214289,27.8938479498677,20.380062577713,6.35724198594264,6.98827134742045,86.0134835649774,56.0206376008797,107.610174755673,8.1923104073274,7.0,41.9577500880079,67.6335613473028,59.4513074723949,35.7558996130508,56.0031466399053,28.3677141456651,-0.223563406293354,-0.2867970910580764,-0.0015,0.0009,-0.0151,0.0086,-0.0046999999999999,0.0018,-0.019,18.07,-3.16,2.492032470218053,2.126409125691242,2.053098049357893,1.8709073900841755,3.307947043861992,3.01,2.8,2.37,0.2099999999999999,0.6399999999999997,2.27,1.0,2760.169921875,1.785935665477978,4.2525566905510015,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2018-12,2018-03-31,40.1746728660181,22.5083239444633,1.73688508853751,29.5704656391879,0.0,2.60544411557143,3.38175263183804,24.1045006517572,1.68448791248553,48.1440296214289,27.8938479498677,20.380062577713,6.35724198594264,6.98827134742045,86.0134835649774,56.0206376008797,107.610174755673,8.1923104073274,7.0,41.9577500880079,67.6335613473028,59.4513074723949,35.7558996130508,56.0031466399053,28.3677141456651,-0.2867970910580764,0.1281934670560263,-0.0527,-0.0200999999999999,0.0186,-0.002,0.0078,0.0019,0.0199,25.42,7.350000000000001,2.147328577667773,2.215384372931584,1.9418922274646144,2.010245188242909,3.173330443890632,2.69,2.48,2.45,0.2099999999999999,0.2399999999999997,2.45,1.1100000000000003,2506.85009765625,-9.177689467997252,-6.23725984962068,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-01,2018-03-31,40.1746728660181,22.5083239444633,1.73688508853751,29.5704656391879,0.0,2.60544411557143,3.38175263183804,24.1045006517572,1.68448791248553,48.1440296214289,27.8938479498677,20.380062577713,6.35724198594264,6.98827134742045,86.0134835649774,56.0206376008797,107.610174755673,8.1923104073274,7.0,41.9577500880079,67.6335613473028,59.4513074723949,35.7558996130508,56.0031466399053,28.3677141456651,0.1281934670560263,0.1956633970056789,0.0644,-0.0081,-0.015,0.0141999999999999,-0.0098999999999999,0.0021,-0.0231,16.57,-8.850000000000001,2.0023809043401064,2.248529550529988,1.8646908878110715,2.038079914186097,3.6386033410893415,2.63,2.45,2.41,0.1799999999999997,0.2199999999999997,2.38,1.19,2704.10009765625,7.868440166582613,-4.239306414154331,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-02,2018-03-31,40.1746728660181,22.5083239444633,1.73688508853751,29.5704656391879,0.0,2.60544411557143,3.38175263183804,24.1045006517572,1.68448791248553,48.1440296214289,27.8938479498677,20.380062577713,6.35724198594264,6.98827134742045,86.0134835649774,56.0206376008797,107.610174755673,8.1923104073274,7.0,41.9577500880079,67.6335613473028,59.4513074723949,35.7558996130508,56.0031466399053,28.3677141456651,0.1956633970056789,0.0,0.0233,-0.0068,-0.018,0.0031,-0.012,0.0018,-0.0028,14.78,-1.790000000000001,1.4875893578291333,2.1794329242488475,1.4318323303589953,1.844426623897344,4.02437357467107,2.73,2.52,2.45,0.2099999999999999,0.2799999999999998,2.22,1.16,2784.489990234375,2.9728889343927145,2.6036969918984187,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-03,2018-03-31,40.1746728660181,22.5083239444633,1.73688508853751,29.5704656391879,0.0,2.60544411557143,3.38175263183804,24.1045006517572,1.68448791248553,48.1440296214289,27.8938479498677,20.380062577713,6.35724198594264,6.98827134742045,86.0134835649774,56.0206376008797,107.610174755673,8.1923104073274,7.0,41.9577500880079,67.6335613473028,59.4513074723949,35.7558996130508,56.0031466399053,28.3677141456651,0.0,0.2539392433813612,0.0039,-0.0121,-0.0206,0.0093999999999999,-0.0067,0.0019,0.0341,13.71,-1.0699999999999985,1.5188615351321877,2.1410889637129227,1.4001735426362627,1.7441056147354803,3.993031908411182,2.41,2.27,2.4,0.1400000000000001,0.0100000000000002,2.26,1.0699999999999998,2834.39990234375,1.7924256249588488,7.328258360632933,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-04,2018-03-31,40.1746728660181,22.5083239444633,1.73688508853751,29.5704656391879,0.0,2.60544411557143,3.38175263183804,24.1045006517572,1.68448791248553,48.1440296214289,27.8938479498677,20.380062577713,6.35724198594264,6.98827134742045,86.0134835649774,56.0206376008797,107.610174755673,8.1923104073274,7.0,41.9577500880079,67.6335613473028,59.4513074723949,35.7558996130508,56.0031466399053,28.3677141456651,0.2539392433813612,-0.2128905052334659,0.0279,-0.0066,-0.0124,0.0014,-0.0075,0.0021,-0.0333,13.12,-0.5900000000000016,1.8831863513063984,2.06656235001228,1.5218076513927814,1.61606799514884,3.8879016891819607,2.51,2.27,2.43,0.2399999999999997,0.0799999999999996,2.14,1.0100000000000002,2945.830078125,3.9313498313737982,11.245256842054596,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-05,2018-03-31,40.1746728660181,22.5083239444633,1.73688508853751,29.5704656391879,0.0,2.60544411557143,3.38175263183804,24.1045006517572,1.68448791248553,48.1440296214289,27.8938479498677,20.380062577713,6.35724198594264,6.98827134742045,86.0134835649774,56.0206376008797,107.610174755673,8.1923104073274,7.0,41.9577500880079,67.6335613473028,59.4513074723949,35.7558996130508,56.0031466399053,28.3677141456651,-0.2128905052334659,0.0447419517223195,-0.0478,0.0116999999999999,-0.0199,0.011,0.0021,0.0021,0.0675,18.71,5.590000000000002,2.000583470209061,2.0913377235709074,1.5663384627478738,1.6367788035668518,3.981219586916418,2.14,1.95,2.35,0.1900000000000001,-0.2099999999999999,2.37,0.96,2752.06005859375,-6.57777313668354,1.729588496700507,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-06,2018-03-31,40.1746728660181,22.5083239444633,1.73688508853751,29.5704656391879,0.0,2.60544411557143,3.38175263183804,24.1045006517572,1.68448791248553,48.1440296214289,27.8938479498677,20.380062577713,6.35724198594264,6.98827134742045,86.0134835649774,56.0206376008797,107.610174755673,8.1923104073274,7.0,41.9577500880079,67.6335613473028,59.4513074723949,35.7558996130508,56.0031466399053,28.3677141456651,0.0447419517223195,-0.0741851847602876,0.0498,-0.0258,-0.0042,0.0087,0.002,0.0018,-0.0040999999999999,15.08,-3.630000000000001,1.7959105553606136,1.97242800754438,1.4655536045359518,1.563175476517964,4.342766313757762,2.0,1.75,2.12,0.25,-0.1200000000000001,2.31,1.04,2941.760009765625,6.89301639982407,8.217787973966196,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-07,2019-03-31,20.6076854260951,9.4962968008164,1.01261898317557,15.0734418515901,2.44203629133478,4.85255854465694,6.63418487858173,10.6832951034562,0.920257727822122,45.5166219027011,32.2548524111687,24.3352485386239,8.01954442499234,8.61398771549806,43.0079155672823,54.650059311981,202.7,7.66331626283473,9.0,23.6711177366092,41.2551652892562,34.9491726157187,44.8206176419756,44.0133431949952,13.4947552767656,-0.0741851847602876,-0.1945465021901971,-0.0163,0.0067,-0.0096,0.0078,-0.0075,0.0019,0.0046999999999999,16.12,1.040000000000001,1.671194894390049,2.0746001344216447,1.4260651383430245,1.6569813098790576,4.708145884616455,2.02,1.89,2.08,0.1300000000000001,-0.06,2.13,0.9900000000000002,2980.3798828125,1.3128152166957952,5.826454004170079,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-08,2019-03-31,20.6076854260951,9.4962968008164,1.01261898317557,15.0734418515901,2.44203629133478,4.85255854465694,6.63418487858173,10.6832951034562,0.920257727822122,45.5166219027011,32.2548524111687,24.3352485386239,8.01954442499234,8.61398771549806,43.0079155672823,54.650059311981,202.7,7.66331626283473,9.0,23.6711177366092,41.2551652892562,34.9491726157187,44.8206176419756,44.0133431949952,13.4947552767656,-0.1945465021901971,0.1840985838570472,-0.0252,-0.0127,-0.0226,0.0084,-0.0016,0.0016,0.0299,18.98,2.8599999999999994,1.826331335037068,2.165704950349045,1.4539295260287632,1.639119267494071,5.024480408618226,1.5,1.5,1.99,0.0,-0.49,2.26,0.8900000000000001,2926.4599609375,-1.809162724052393,0.8595474523136026,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-09,2019-03-31,20.6076854260951,9.4962968008164,1.01261898317557,15.0734418515901,2.44203629133478,4.85255854465694,6.63418487858173,10.6832951034562,0.920257727822122,45.5166219027011,32.2548524111687,24.3352485386239,8.01954442499234,8.61398771549806,43.0079155672823,54.650059311981,202.7,7.66331626283473,9.0,23.6711177366092,41.2551652892562,34.9491726157187,44.8206176419756,44.0133431949952,13.4947552767656,0.1840985838570472,0.1797328725297855,0.0239,-0.0042,0.031,-0.003,0.0098999999999999,0.0018,-0.0326,16.24,-2.740000000000002,1.7376412106666406,2.321135673598529,1.4304164057608038,1.745804579673771,5.281511896057145,1.68,1.63,1.88,0.05,-0.1999999999999999,2.2,0.8800000000000003,2976.739990234375,1.7181177931020697,2.153755694489345,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-10,2019-03-31,20.6076854260951,9.4962968008164,1.01261898317557,15.0734418515901,2.44203629133478,4.85255854465694,6.63418487858173,10.6832951034562,0.920257727822122,45.5166219027011,32.2548524111687,24.3352485386239,8.01954442499234,8.61398771549806,43.0079155672823,54.650059311981,202.7,7.66331626283473,9.0,23.6711177366092,41.2551652892562,34.9491726157187,44.8206176419756,44.0133431949952,13.4947552767656,0.1797328725297855,0.1380333808734533,0.0327999999999999,0.0034999999999999,0.008,0.0098,-0.0084,0.0015,-0.0095,13.22,-3.019999999999998,1.6844977040391562,2.3300099083477743,1.2839539924622612,1.6320140893302693,5.626338141869369,1.69,1.52,1.54,0.1699999999999999,0.1499999999999999,2.18,0.91,3037.56005859375,2.0431770513684056,12.015166259771616,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-11,2019-03-31,20.6076854260951,9.4962968008164,1.01261898317557,15.0734418515901,2.44203629133478,4.85255854465694,6.63418487858173,10.6832951034562,0.920257727822122,45.5166219027011,32.2548524111687,24.3352485386239,8.01954442499234,8.61398771549806,43.0079155672823,54.650059311981,202.7,7.66331626283473,9.0,23.6711177366092,41.2551652892562,34.9491726157187,44.8206176419756,44.0133431949952,13.4947552767656,0.1380333808734533,0.0612867013761202,0.0134,0.004,-0.0143,0.0088,-0.0118999999999999,0.0012,-0.0001,12.62,-0.6000000000000014,1.7339736996186297,2.3378148209658223,1.2885618207514993,1.6235859562745425,6.50575873630459,1.78,1.61,1.59,0.1699999999999999,0.1899999999999999,2.08,0.8799999999999999,3140.97998046875,3.4047037714499906,13.796616490011717,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2019-12,2019-03-31,20.6076854260951,9.4962968008164,1.01261898317557,15.0734418515901,2.44203629133478,4.85255854465694,6.63418487858173,10.6832951034562,0.920257727822122,45.5166219027011,32.2548524111687,24.3352485386239,8.01954442499234,8.61398771549806,43.0079155672823,54.650059311981,202.7,7.66331626283473,9.0,23.6711177366092,41.2551652892562,34.9491726157187,44.8206176419756,44.0133431949952,13.4947552767656,0.0612867013761202,-0.1492381482123155,0.0339,0.0147,0.0072,-0.0056999999999999,-0.0026,0.0014,0.0074,13.78,1.16,2.092290394862917,2.3546960942649298,1.3582773068303575,1.4977183197472543,7.093847144817556,1.92,1.58,1.55,0.3399999999999998,0.3699999999999999,1.98,0.8700000000000001,3230.780029296875,2.858981890573009,28.87807022515845,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2020-01,2019-03-31,20.6076854260951,9.4962968008164,1.01261898317557,15.0734418515901,2.44203629133478,4.85255854465694,6.63418487858173,10.6832951034562,0.920257727822122,45.5166219027011,32.2548524111687,24.3352485386239,8.01954442499234,8.61398771549806,43.0079155672823,54.650059311981,202.7,7.66331626283473,9.0,23.6711177366092,41.2551652892562,34.9491726157187,44.8206176419756,44.0133431949952,13.4947552767656,-0.1492381482123155,-0.2318690682257865,-0.0232,-0.0089,-0.0292,0.0022,-0.0113,0.0013,0.0329,18.84,5.0600000000000005,2.3195274699624457,2.290598816440625,1.5637627676458932,1.544751058548699,6.677648955987436,1.51,1.33,1.55,0.1799999999999999,-0.04,2.13,0.8300000000000001,3225.52001953125,-0.1628092819048965,19.28256732533442,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2146.T,SXD4G8-R,2020-02,2019-03-31,20.6076854260951,9.4962968008164,1.01261898317557,15.0734418515901,2.44203629133478,4.85255854465694,6.63418487858173,10.6832951034562,0.920257727822122,45.5166219027011,32.2548524111687,24.3352485386239,8.01954442499234,8.61398771549806,43.0079155672823,54.650059311981,202.7,7.66331626283473,9.0,23.6711177366092,41.2551652892562,34.9491726157187,44.8206176419756,44.0133431949952,13.4947552767656,-0.2318690682257865,-0.4837205408346938,-0.0889,-0.0220999999999999,0.0055,-0.0113,-0.0087,0.0012,-0.0039,40.11,21.27,2.599767976845202,2.2817391837892886,1.7944821136310465,1.5913288616700605,6.690318609653034,1.13,0.86,1.27,0.2699999999999999,-0.1400000000000001,2.38,0.8300000000000001,2954.219970703125,-8.411048363840312,6.095550031209251,JP,Business Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
