Trade_Date,Clean_Name,Action,Qty,Price,Currency,Ticker
2021-04-02,Raccoon Holdings I Npv,1,14000.0,2813.0,JPY,3031.T
2021-04-14,Adevinta Asa B,1,15000.0,145.9,NOK,ADE.OL
2021-04-20,Iqe Plc,-1,250000.0,0.56,GBP,IQE.L
2021-04-27,Publicis Groupe,-1,4235.0,53.65590083,EUR,PUB.PA
2021-04-28,Thk Co Ltd,-1,10050.0,3781.36819939,JPY,6481.T
2021-04-29,Pets At Home Group Plc,1,70000.0,4.3876,GBP,PETS.L
2021-04-30,Zur Rose Group Ag,1,500.0,305.25,CHF,ROSE.SW
2021-05-06,Pva Tepla Ag,1,10000.0,23.8055,EUR,TPE.DE
2021-05-07,Monotaro Co Ltd First Section,1,15000.0,2530.14666667,JPY,3064.T
2021-05-10,Amplifon Spa,-1,5000.0,35.2317,EUR,AMP.MI
2021-05-10,Stroeer SE and Co Kgaa,-1,3530.0,70.45,EUR,SAX.DE
2021-05-10,Nordic Semiconductor Asa,-1,10000.0,200.9567,NOK,NOD.OL
2021-05-11,Nordic Semiconductor Asa,-1,20000.0,193.281,NOK,NOD.OL
2021-05-11,Pva Tepla Ag,-1,22000.0,0.82453734,EUR,TPE.DE
2021-05-11,Tobii Ab,-1,30000.0,70.332,SEK,TOBII.ST
2021-05-11,Dustin Group Ab,-1,16200.0,100.9942,SEK,DUST.ST
2021-05-11,Boozt Ab,-1,10000.0,179.7248,SEK,BOOZT.ST
2021-05-11,Rakuten Group Inc A D R,-1,10000.0,11.7933,USD,RKUNY
2021-05-11,Zalando SE,-1,2090.0,82.43910048,EUR,ZAL.DE
2021-05-11,Watches Of Switzerland Group,-1,20000.0,6.7804,GBP,WOSG.L
2021-05-11,Publicis Groupe,-1,6000.0,54.9905,EUR,PUB.PA
2021-05-11,Basware Oyj Npv,-1,4100.0,36.8229,EUR,BAS1V.HE
2021-05-11,Slm Solutions Group Ag,-1,5000.0,16.8734,EUR,AM3D.DE
2021-05-11,Amplifon Spa,-1,10000.0,33.7827,EUR,AMP.MI
2021-05-12,Nippon Ceramic Npv,-1,2000.0,2742.4,JPY,6929.T
2021-05-12,Akiba Holding Co Ltd,-1,3000.0,0.84917756,EUR,6840.T
2021-05-13,Nippon Ceramic Npv,1,2000.0,2710.95,JPY,6929.T
2021-05-13,Akiba Holding Co Ltd,1,3000.0,6226.66666667,JPY,6840.T
2021-05-13,Advantest Corp Ord(Jp),-1,3000.0,9017.66666667,JPY,6857.T
2021-05-13,Lasertec Corp,-1,2000.0,16599.0,JPY,6920.T
2021-05-17,Adevinta Asa B,1,15000.0,133.49579997,NOK,ADE.OL
2021-05-18,Adyen Bv,1,136.0,1748.75441176,EUR,ADYEN.AS
2021-05-20,Nordic Semiconductor Asa,1,15000.0,0.81928438,EUR,NOD.OL
2021-05-24,Boozt Ab,1,10000.0,182.1054,SEK,BOOZT.ST
2021-05-24,Asos Plc,1,5000.0,0.820762,EUR,ASC.L
2021-05-26,Kahoot Asa,1,50000.0,66.4536,NOK,KAHOT.OL
2021-05-26,Blackberry Ltd,1,75000.0,9.4394,USD,BB
2021-06-08,Blackberry Ltd,-1,75000.0,16.7337,USD,BB
2021-06-09,Kahoot Asa,1,50000.0,65.9039,NOK,KAHOT.OL
2021-06-09,Ocado Group Plc,1,10000.0,19.1474,GBP,OCDO.L
2021-06-09,Zalando SE,1,2000.0,95.1324,EUR,ZAL.DE
2021-06-11,Boku Inc,1,325000.0,110.2,JPY,BOKU.L
2021-06-16,Pva Tepla Ag,1,15000.0,22.75,EUR,TPE.DE
2021-06-16,Musti Group Oy,1,2050.0,30.93653855,EUR,MUSTI.HE
2021-06-16,Musti Group Oy,1,10000.0,6.345939,EUR,MUSTI.HE
2021-06-17,Musti Group Oy,1,7950.0,30.46036701,EUR,MUSTI.HE
2021-06-17,Musti Group Oy,1,7950.0,29.95759073,EUR,MUSTI.HE
2021-06-22,Adevinta Asa B,-1,15000.0,166.8657,NOK,ADE.OL
2021-06-22,Dustin Group Ab,-1,30000.0,103.3305,SEK,DUST.ST
2021-06-23,Alk Abello A S,-1,600.0,110.93,JPY,ALK-B.CO
2021-06-23,Amplifon Spa,-1,5000.0,40.0684,EUR,AMP.MI
2021-06-25,Ds Smith Plc,-1,25000.0,4.22,GBP,SMDS.L
2021-06-25,Learning Technologies Group,-1,50000.0,1.8661,GBP,LTG.L
2021-06-25,Interroll Holding Ag,-1,100.0,3685.0,CHF,INRN.SW
2021-06-28,Raccoon Holdings I Npv,1,12000.0,8.51881,SEK,3031.T
2021-06-30,Adevinta Asa B,-1,11000.0,0.845655,EUR,ADE.OL
2021-07-20,Tobii Ab,1,20000.0,64.2112,SEK,TOBII.ST
2021-07-21,Kahoot Asa,1,100000.0,40.8819,NOK,KAHOT.OL
2021-07-23,Boozt Ab,1,10000.0,189.9403,SEK,BOOZT.ST
2021-07-29,Materialise Nv A D R,1,20000.0,22.687738,USD,MTLS
2021-08-03,Solaredge Technologies Inc,1,900.0,295.7118,USD,SEDG
2021-08-11,Hugo Boss Ag,-1,5000.0,51.739,EUR,BOSS.DE
2021-08-11,Infineon Technologies A G,-1,11060.0,35.2127,EUR,IFX.DE
2021-08-12,Alk Abello A S,-1,600.0,2953.5167,DKK,ALK-B.CO
2021-08-19,Asm International N V,-1,1000.0,0.852859,EUR,ASM.AS
2021-08-20,Hugo Boss Ag,-1,5000.0,47.6093,EUR,BOSS.DE
2021-08-20,Asm International N V,-1,1000.0,314.2004,EUR,ASM.AS
2021-08-24,Tobii Ab,1,30000.0,61.8324,SEK,TOBII.ST
2021-08-27,Materialise Nv A D R,1,10000.0,109.89,JPY,MTLS
2021-08-27,Jazz Pharmaceuticals Plc,1,1000.0,133.461,USD,JAZZ
2021-08-27,Solaredge Technologies Inc,1,900.0,292.548,USD,SEDG
2021-08-27,Blackberry Ltd,1,25000.0,11.3115,USD,BB
2021-08-27,Taiwan Semiconductor A D R,1,2000.0,118.5113,USD,TSM
2021-08-30,Adevinta Asa B,1,10000.0,184.2795,NOK,ADE.OL
2021-08-30,Fnac Darty,1,7000.0,57.4101,EUR,FNAC.PA
2021-08-30,Musti Group Oy,1,5000.0,33.7459,EUR,MUSTI.HE
2021-08-30,Amplifon Spa,1,5000.0,43.9623,EUR,AMP.MI
2021-08-30,Zalando SE,1,3000.0,95.5367,EUR,ZAL.DE
2021-08-30,Pva Tepla Ag,1,8997.0,34.01010003,EUR,TPE.DE
2021-08-30,Biocartis Nv,1,24144.0,4.14,EUR,BCART.BR
2021-08-30,Alk Abello A S,1,400.0,3069.64000002,DKK,ALK-B.CO
2021-08-31,Jeol Ltd,1,5000.0,7844.8,JPY,6951.T
2021-08-31,Yahoo Japan Corporation,1,50000.0,698.0,JPY,4689.T
2021-08-31,Uuum Inc,1,10000.0,1397.68,JPY,3990.T
2021-08-31,Rakuten Group Inc,1,30000.0,1120.00000034,JPY,4755.T
2021-08-31,Nidec Corp,1,2000.0,12565.0,JPY,6594.T
2021-08-31,Mercari Inc,1,5000.0,5310.0,JPY,4385.T
2021-08-31,Japan Elevator Ser,1,10000.0,2885.53,JPY,6544.T
2021-08-31,Pets At Home Group Plc,1,30000.0,5.07169987,GBP,PETS.L
2021-08-31,Frontier Developments Plc,1,10000.0,27.8827,GBP,FDEV.L
2021-08-31,Ds Smith Plc,1,30000.0,4.4446,GBP,SMDS.L
2021-08-31,Aston Martin Lagonda Gbl Hldgs Plc O,1,10000.0,19.6283,GBP,AML.L
2021-08-31,Asos Plc,1,4000.0,39.4189,GBP,ASC.L
2021-08-31,Pva Tepla Ag,1,1003.0,34.2615,EUR,TPE.DE
2021-08-31,Biocartis Nv,1,15856.0,4.2874,EUR,BCART.BR
2021-08-31,Disco Corporation,1,1000.0,31500.0,JPY,6146.T
2021-09-02,Musti Group Oy,1,10000.0,34.1691,EUR,MUSTI.HE
2021-09-02,Slm Solutions Group Ag,1,15000.0,23.1286,EUR,AM3D.DE
2021-09-03,Adevinta Asa B,1,10000.0,166.993,NOK,ADE.OL
2021-09-09,Blackberry Ltd,1,50000.0,10.917,USD,BB
2021-09-13,Biocartis Nv,-1,2669.0,3.9385,EUR,BCART.BR
2021-09-14,Biocartis Nv,-1,14933.0,3.8665,EUR,BCART.BR
2021-09-15,Biocartis Nv,-1,35703.0,3.7564,EUR,BCART.BR
2021-09-16,Biocartis Nv,-1,8374.0,3.7799,EUR,BCART.BR
2021-09-17,Biocartis Nv,-1,5771.0,3.8009,EUR,BCART.BR
2021-09-20,Ocado Group Plc,1,10000.0,16.5589,GBP,OCDO.L
2021-09-20,Biocartis Nv,-1,6644.0,3.7556,EUR,BCART.BR
2021-09-21,Biocartis Nv,-1,8821.0,3.7544,EUR,BCART.BR
2021-09-22,Biocartis Nv,-1,10553.0,3.7141,EUR,BCART.BR
2021-09-22,Orpea,1,4000.0,103.8331,EUR,ORP.PA
2021-09-22,Pets At Home Group Plc,1,50000.0,5.1321,GBP,PETS.L
2021-09-22,Basware Oyj Npv,1,752.0,33.0961,EUR,BAS1V.HE
2021-09-22,Watches Of Switzerland Group,1,20000.0,9.9895,GBP,WOSG.L
2021-09-22,Boozt Ab,1,20000.0,160.7228,SEK,BOOZT.ST
2021-09-23,Basware Oyj Npv,1,7248.0,34.7327,EUR,BAS1V.HE
2021-09-23,Biocartis Nv,-1,31632.0,3.84900006,EUR,BCART.BR
2021-09-28,Lumibird,1,8795.0,19.236,EUR,LBIRD.PA
2021-09-28,Adevinta Asa B,1,10000.0,8.779471,SEK,ADE.OL
2021-09-29,Lumibird,1,1205.0,19.22750207,EUR,LBIRD.PA
2021-09-30,Asos Plc,1,5000.0,30.5987,GBP,ASC.L
2021-10-05,Orpea,1,2000.0,99.3086,EUR,ORP.PA
2021-10-06,Advantest Corp Ord(Jp),1,5000.0,9397.4,JPY,6857.T
2021-10-07,Basware Oyj Npv,1,495.0,32.45339394,EUR,BAS1V.HE
2021-10-07,Ds Smith Plc,1,40000.0,3.8952,GBP,SMDS.L
2021-10-07,Asos Plc,1,8000.0,27.0761,GBP,ASC.L
2021-10-08,Accesso Technology Group Plc,1,25000.0,8.85,GBP,ACSO.L
2021-10-08,Ocado Group Plc,1,10000.0,16.0733,GBP,OCDO.L
2021-10-08,Basware Oyj Npv,1,2890.0,32.7564,EUR,BAS1V.HE
2021-10-11,Comture Corp,1,10000.0,2930.2,JPY,3844.T
2021-10-11,Cyberagent Inc Npv,1,10000.0,2098.0,JPY,4751.T
2021-10-11,Japan Elevator Ser,1,10000.0,2408.23,JPY,6544.T
2021-10-11,Raccoon Holdings I Npv,1,30000.0,1547.7733,JPY,3031.T
2021-10-11,Rakuten Group Inc,1,25000.0,1099.0,JPY,4755.T
2021-10-11,Orpea,1,3000.0,89.206,EUR,ORP.PA
2021-10-11,Basware Oyj Npv,1,1615.0,32.3253,EUR,BAS1V.HE
2021-10-11,Aston Martin Lagonda Gbl Hldgs Plc O,1,10000.0,17.5745,GBP,AML.L
2021-10-12,Amplifon Spa,1,5000.0,41.0033,EUR,AMP.MI
2021-10-12,Alk Abello A S,1,800.0,2752.5888,DKK,ALK-B.CO
2021-10-12,Alk Abello A S,1,800.0,2752.5888,DKK,ALK-B.CO
2021-10-13,Future Plc Shs,1,10000.0,48.74469334,USD,FUTR.L
2021-10-13,Blackberry Ltd,1,50000.0,9.6873,USD,BB
2021-10-13,Fnac Darty,1,4000.0,55.4188,EUR,FNAC.PA
2021-10-13,Dermapharm Hldg,1,5000.0,81.9208,EUR,DMP.DE
2021-10-13,Ocado Group Plc,1,20000.0,16.9361,GBP,OCDO.L
2021-10-13,Ds Smith Plc,1,40000.0,3.8472,GBP,SMDS.L
2021-10-13,Aston Martin Lagonda Gbl Hldgs Plc O,1,25000.0,17.7929,GBP,AML.L
2021-10-14,B H P Billiton Limited A D R,1,11000.0,56.9064,USD,BHP
2021-10-14,Stmicroelectronics N V,1,10000.0,42.02,USD,STM
2021-10-14,Rio Tinto Plc A D R,1,10000.0,70.5581,USD,RIO
2021-10-14,Raysearch Laboratories Ab,1,3056.0,58.03010144,SEK,RAY.ST
2021-10-14,Nordic Semiconductor Asa,1,10000.0,272.2336,NOK,NOD.OL
2021-10-14,Boku Inc,1,125000.0,1.85,GBP,BOKU.L
2021-10-14,Slm Solutions Group Ag,1,10000.0,17.8169,EUR,AM3D.DE
2021-10-15,Raysearch Laboratories Ab,1,4518.0,58.70339973,SEK,RAY.ST
2021-10-18,Raysearch Laboratories Ab,1,1191.0,58.37560034,SEK,RAY.ST
2021-10-19,Raysearch Laboratories Ab,1,3891.0,58.4136,SEK,RAY.ST
2021-10-20,Vitec Software Group Ab B Sh,1,10000.0,471.3555,SEK,VITB.ST
2021-10-20,Jazz Pharmaceuticals Plc,1,3000.0,145.0,USD,JAZZ
2021-10-20,Materialise Nv A D R,1,15000.0,23.24,USD,MTLS
2021-10-20,Raysearch Laboratories Ab,1,5475.0,58.71170046,SEK,RAY.ST
2021-10-20,Capital Counties Properties Plc,1,100000.0,1.579,GBP,CAPC.L
2021-10-20,Learning Technologies Group,1,100000.0,2.1162,GBP,LTG.L
2021-10-21,Disco Corporation,1,1000.0,30750.0,JPY,6146.T
2021-10-21,Raysearch Laboratories Ab,1,6428.0,59.6761,SEK,RAY.ST
2021-10-21,Lasertec Corp,1,1000.0,25800.0,JPY,6920.T
2021-10-22,Raysearch Laboratories Ab,1,5441.0,60.34600074,SEK,RAY.ST
2021-10-26,Yahoo Japan Corporation,1,50000.0,690.9,JPY,4689.T
2021-10-26,Nidec Corp,1,4000.0,12600.0,JPY,6594.T
2021-10-26,Gvc Holdings Plc,1,10000.0,0.726258,GBP,GVC.L
2021-10-27,Frontier Developments Plc,1,10000.0,0.732154,GBP,FDEV.L
2021-10-29,Pva Tepla Ag,1,10000.0,39.3211,EUR,TPE.DE
2021-11-04,Hugo Boss Ag,1,10000.0,54.9108,EUR,BOSS.DE
2021-11-04,Monotaro Co Ltd First Section,1,15000.0,2360.0,JPY,3064.T
2021-11-05,Kahoot Asa,1,50000.0,47.0291,NOK,KAHOT.OL
2021-11-05,Pva Tepla Ag,1,8000.0,39.5568,EUR,TPE.DE
2021-11-05,Grupo Aeroportuario Sure Spon A D R,1,3500.0,206.5943,USD,ASR
2021-11-15,Solaredge Technologies Inc,-1,1600.0,364.0345,USD,SEDG
2021-11-17,B H P Billiton Limited A D R,-1,20000.0,52.8025,USD,BHP
2021-11-17,Rio Tinto Plc A D R,-1,18000.0,60.7959,USD,RIO
2021-11-18,Mister Spex SE Npv,1,4500.0,13.9051,EUR,MRX.DE
2021-11-19,Cyberagent Inc Npv,1,20000.0,2217.0,JPY,4751.T
2021-11-22,Moonpig Group Plc Ord,-1,24362.0,3.36179993,GBP,MOON.L
2021-11-23,Moonpig Group Plc Ord,-1,33228.0,3.304,GBP,MOON.L
2021-11-23,Slm Solutions Group Ag,1,7803.0,16.3788,EUR,AM3D.DE
2021-11-24,Mister Spex SE Npv,1,40500.0,12.5593,EUR,MRX.DE
2021-11-24,Slm Solutions Group Ag,1,2197.0,16.1008,EUR,AM3D.DE
2021-11-24,Moonpig Group Plc Ord,-1,47410.0,3.3048,GBP,MOON.L
2021-12-02,Gvc Holdings Plc,1,15000.0,16.5152,GBP,GVC.L
2021-12-02,Zalando SE,1,3000.0,76.4599,EUR,ZAL.DE
2021-12-06,Raccoon Holdings I Npv,-1,56000.0,1082.7479,JPY,3031.T
2021-12-08,Mercadolibre Inc,1,500.0,1205.4019,USD,MELI
2021-12-08,Orpea,1,3000.0,83.2494,EUR,ORP.PA
2021-12-08,Hugo Boss Ag,1,5000.0,113.44,JPY,BOSS.DE
2021-12-10,Stmicroelectronics N V,-1,20100.0,48.1943,USD,STM
2021-12-17,Umicore,-1,10030.0,35.3,EUR,UMI.BR
2021-12-20,Mercadolibre Inc,1,250.0,1192.8262,USD,MELI
2021-12-22,Uuum Inc,-1,29030.0,733.57247675,JPY,3990.T
2021-12-27,Pva Tepla Ag,-1,10000.0,41.4439,EUR,TPE.DE
2021-12-27,Blackberry Ltd,-1,60000.0,9.362,USD,BB
2021-12-27,Jazz Pharmaceuticals Plc,-1,2000.0,128.0757,USD,JAZZ
2021-12-30,Nordic Semiconductor Asa,-1,10000.0,297.0175,NOK,NOD.OL
2021-12-30,Boku Inc,-1,45000.0,1.653,GBP,BOKU.L
2021-12-30,Materialise Nv A D R,-1,10000.0,24.6387,USD,MTLS
2021-12-30,Fnac Darty,-1,5000.0,56.5825,EUR,FNAC.PA
2021-12-31,Nidec Corp,-1,3000.0,13555.59933333,JPY,6594.T
2021-12-31,Boku Inc,-1,10000.0,1.641,GBP,BOKU.L
2022-01-04,Watches Of Switzerland Group,-1,10000.0,15.7909,GBP,WOSG.L
2022-01-04,Vitec Software Group Ab B Sh,-1,1977.0,534.5706,SEK,VITB.ST
2022-01-05,Vitec Software Group Ab B Sh,-1,3123.0,536.5046,SEK,VITB.ST
2022-01-12,Future Plc,-1,10000.0,35.0364,GBP,FUTR.L
2022-01-12,Raysearch Laboratories Ab,-1,6145.0,51.4954,SEK,RAY.ST
2022-01-12,Dermapharm Hldg,-1,6000.0,75.8457,EUR,DMP.DE
2022-01-12,Aston Martin Lagonda Gbl Hldgs Plc O,-1,25000.0,14.1082,GBP,AML.L
2022-01-13,Raysearch Laboratories Ab,-1,4574.0,50.5204,SEK,RAY.ST
2022-01-14,Raysearch Laboratories Ab,-1,12025.0,49.4626,SEK,RAY.ST
2022-01-17,Rakuten Group Inc,-1,30000.0,1092.0,JPY,4755.T
2022-01-17,Cyberagent Inc Npv,-1,30120.0,1807.45288845,JPY,4751.T
2022-01-17,Raysearch Laboratories Ab,-1,16845.0,47.8042,SEK,RAY.ST
2022-01-18,Raysearch Laboratories Ab,-1,10280.0,46.4667,SEK,RAY.ST
2022-01-19,Raysearch Laboratories Ab,-1,8260.0,46.68130024,SEK,RAY.ST
2022-01-20,Raysearch Laboratories Ab,-1,14447.0,47.8417,SEK,RAY.ST
2022-01-21,Raysearch Laboratories Ab,-1,11568.0,46.46149983,SEK,RAY.ST
2022-01-21,Dermapharm Hldg,-1,2879.0,71.43500174,EUR,DMP.DE
2022-01-24,Capital Counties Properties Plc,-1,100000.0,1.7187,GBP,CAPC.L
2022-01-24,Boku Inc,-1,105000.0,1.62,GBP,BOKU.L
2022-01-24,Boozt Ab,-1,10000.0,159.7017,SEK,BOOZT.ST
2022-01-24,Zalando SE,-1,3000.0,64.5606,EUR,ZAL.DE
2022-01-24,Raysearch Laboratories Ab,-1,16056.0,9.3341,SEK,RAY.ST
2022-01-25,Disco Corporation,-1,1000.0,32600.0,JPY,6146.T
2022-01-25,Mercari Inc,-1,5000.0,4795.0,JPY,4385.T
2022-01-25,Advantest Corp Ord(Jp),-1,2000.0,9810.0,JPY,6857.T
2022-01-28,Orpea,1,10000.0,8.4001,SEK,ORP.PA
2022-01-31,Mercadolibre Inc,1,100.0,1106.01,USD,MELI
2022-02-01,Mister Spex SE Npv,1,4657.0,10.57100064,EUR,MRX.DE
2022-02-01,Mister Spex SE Npv,1,6111.0,10.57099984,EUR,MRX.DE
2022-02-01,Mister Spex SE Npv,1,1454.0,10.571,EUR,MRX.DE
2022-02-02,Mercadolibre Inc,1,200.0,1167.485,USD,MELI
2022-02-02,Mister Spex SE Npv,1,18889.0,10.6087,EUR,MRX.DE
2022-02-08,Ocado Group Plc,-1,10100.0,12.8798,GBP,OCDO.L
2022-02-08,Learning Technologies Group,-1,100000.0,1.61,GBP,LTG.L
2022-02-08,Adyen Bv,1,100.0,1621.543,EUR,ADYEN.AS
2022-02-08,Tobii Ab,1,13809.0,35.09799986,SEK,TOBII.ST
2022-02-09,Tobii Ab,1,16191.0,35.24199988,SEK,TOBII.ST
2022-02-22,Solaredge Technologies Inc,-1,2000.0,250.62,USD,SEDG
2022-02-22,Entain Plc,-1,15000.0,16.4437,GBP,ENT.L
2022-02-22,Frontier Developments Plc,-1,10000.0,12.0,GBP,FDEV.L
2022-02-23,Ocado Group Plc,-1,10000.0,13.299,GBP,OCDO.L
2022-02-23,Ds Smith Plc,-1,50000.0,3.6342,GBP,SMDS.L
2022-02-24,Z Holdings Corp,-1,50000.0,545.5,JPY,4689.T
2022-02-25,Boku Inc,1,100000.0,1.37,GBP,BOKU.L
2022-02-25,Zalando SE,1,3000.0,55.2757,EUR,ZAL.DE
2022-03-01,Monotaro Co Ltd First Section,-1,15000.0,2180.0,JPY,3064.T
2022-03-01,Entain Plc,-1,20000.0,15.807,GBP,ENT.L
2022-03-03,Dermapharm Hldg,-1,4121.0,60.8075,EUR,DMP.DE
2022-03-04,Ebro Foods Sa,1,20000.0,17.0361,EUR,EBRO.MC
2022-03-08,Vitec Software Group Ab B Sh,-1,3000.0,383.0081,SEK,VITB.ST
2022-03-08,Asos Plc,-1,6415.0,17.02559938,GBP,ASC.L
2022-03-08,Zalando SE,-1,2400.0,44.745,EUR,ZAL.DE
2022-03-08,Aston Martin Lagonda Gbl Hldgs Plc O,-1,12000.0,7.7701,GBP,AML.L
2022-03-08,Tobii Ab,-1,24000.0,27.5196,SEK,TOBII.ST
2022-03-08,Boku Inc,-1,10000.0,1.18,GBP,BOKU.L
2022-03-08,Amplifon Spa,-1,3000.0,37.7588,EUR,AMP.MI
2022-03-08,Future Plc,-1,8030.0,22.87,GBP,FUTR.L
2022-03-08,Frontier Developments Plc,-1,6000.0,11.78,GBP,FDEV.L
2022-03-08,Boozt Ab,-1,10000.0,135.3168,SEK,BOOZT.ST
2022-03-08,Learning Technologies Group,-1,60000.0,1.4897,GBP,LTG.L
2022-03-08,Capital Counties Properties Plc,-1,50000.0,1.5173,GBP,CAPC.L
2022-03-08,Watches Of Switzerland Group,-1,10000.0,9.589,GBP,WOSG.L
2022-03-08,Zoo Digital Group,-1,5000.0,1.0,GBP,ZOO.L
2022-03-08,Ocado Group Plc,-1,12000.0,11.4166,GBP,OCDO.L
2022-03-08,Zur Rose Group Ag,-1,600.0,134.8187,CHF,ROSE.SW
2022-03-08,Mercadolibre Inc,-1,210.0,935.72,USD,MELI
2022-03-08,Grupo Aeroportuario Sure Spon A D R,-1,700.0,183.389,USD,ASR
2022-03-08,Jazz Pharmaceuticals Plc,-1,1000.0,155.2726,USD,JAZZ
2022-03-08,Taiwan Semiconductor A D R,-1,1600.0,99.5114,USD,TSM
2022-03-08,Materialise Nv A D R,-1,7000.0,19.0165,USD,MTLS
2022-03-08,Blackberry Ltd,-1,28000.0,6.3671,USD,BB
2022-03-08,Pets At Home Group Plc,-1,30000.0,3.53,GBP,PETS.L
2022-03-08,Tobii Dynavox Ab Npv,-1,18000.0,19.5828,SEK,TDVOX.ST
2022-03-08,Pva Tepla Ag,-1,6600.0,20.4399,EUR,TPE.DE
2022-03-08,Alk Abello A S,-1,400.0,2648.435,DKK,ALK-B.CO
2022-03-08,Comture Corp,-1,6000.0,2981.34166667,JPY,3844.T
2022-03-08,Disco Corporation,-1,600.0,28130.0,JPY,6146.T
2022-03-08,Monotaro Co Ltd First Section,-1,6000.0,2244.0,JPY,3064.T
2022-03-08,Z Holdings Corp,-1,20000.0,491.0,JPY,4689.T
2022-03-08,Nidec Corp,-1,2000.0,8998.0,JPY,6594.T
2022-03-08,Cyberagent Inc Npv,-1,5000.0,1333.0,JPY,4751.T
2022-03-08,Japan Elevator Ser,-1,10000.0,1455.27,JPY,6544.T
2022-03-08,Adevinta Asa B,-1,10000.0,89.6921,NOK,ADE.OL
2022-03-08,Kahoot Asa,-1,50000.0,23.3312,NOK,KAHOT.OL
2022-03-08,Nordic Semiconductor Asa,-1,4500.0,222.0389,NOK,NOD.OL
2022-03-08,Adyen Bv,-1,80.0,1495.91,EUR,ADYEN.AS
2022-03-08,Rakuten Group Inc,-1,1300.0,900.0,JPY,4755.T
2022-03-08,Entain Plc,-1,6000.0,14.48,GBP,ENT.L
2022-03-08,Orpea,-1,4400.0,34.9153,EUR,ORP.PA
2022-03-08,Lumibird,-1,6600.0,18.8536,EUR,LBIRD.PA
2022-03-08,Hugo Boss Ag,-1,3000.0,44.0863,EUR,BOSS.DE
2022-03-08,Fnac Darty,-1,3000.0,43.4244,EUR,FNAC.PA
2022-03-08,Mister Spex SE Npv,-1,14000.0,9.1008,EUR,MRX.DE
2022-03-08,Slm Solutions Group Ag,-1,10000.0,12.0424,EUR,AM3D.DE
2022-03-08,Ds Smith Plc,-1,30000.0,2.9826,GBP,SMDS.L
2022-03-08,Musti Group Oy,-1,5000.0,20.6014,EUR,MUSTI.HE
2022-03-08,Basware Oyj Npv,-1,4400.0,21.0056,EUR,BAS1V.HE
2022-03-08,Accesso Technology Group Plc,-1,20000.0,6.7127,GBP,ACSO.L
2022-03-09,Jazz Pharmaceuticals Plc,-1,4000.0,155.0252,USD,JAZZ
2022-03-09,Ebro Foods Sa,-1,20000.0,16.1195,EUR,EBRO.MC
2022-03-09,Boku Inc,-1,68000.0,1.1559,GBP,BOKU.L
2022-03-09,Zoo Digital Group,-1,10000.0,1.005,GBP,ZOO.L
2022-03-09,Pets At Home Group Plc,-1,20000.0,3.6958,GBP,PETS.L
2022-03-16,Asml Holding Nv Ny Reg Shs,1,700.0,622.9358,USD,ASML
2022-03-28,Zur Rose Group Ag,-1,2400.0,114.1271,CHF,ROSE.SW
2022-03-28,Alk Abello A S Ser B,-1,400.0,147.0013,DKK,ALK-B.CO
2022-03-29,Tobii Dynavox Ab Npv,-1,28192.0,21.9097,SEK,TDVOX.ST
2022-03-30,Tobii Dynavox Ab Npv,-1,43808.0,21.619,SEK,TDVOX.ST
2022-04-04,Nutrien Ltd,1,5000.0,104.91,USD,NTR
2022-04-04,Japan Elevator Ser,-1,31000.0,1615.81767742,JPY,6544.T
2022-04-04,Capital Counties Properties Plc,-1,200638.0,1.70200002,GBP,CAPC.L
2022-04-04,Uuum Inc,1,30000.0,1305.4457,JPY,3990.T
2022-04-05,Blackberry Ltd,-1,62000.0,7.01,USD,BB
2022-04-06,Nutrien Ltd,1,2000.0,102.4789,USD,NTR
2022-04-08,Ocado Group Plc,-1,8000.0,12.3425,GBP,OCDO.L
2022-04-08,Uuum Inc,1,15000.0,1266.638,JPY,3990.T
2022-04-08,Ebro Foods Sa,1,1327.0,16.3686737,EUR,EBRO.MC
2022-04-11,Ebro Foods Sa,1,7339.0,16.3924,EUR,EBRO.MC
2022-04-12,Ebro Foods Sa,1,11334.0,16.28679989,EUR,EBRO.MC
2022-04-14,Basware Oyj Npv,-1,17600.0,39.6,EUR,BAS1V.HE
2022-04-14,Cresud S A Spon A D R,1,30000.0,9.2143,USD,CRESY
2022-04-19,Cresud S A Spon A D R,1,30000.0,9.5882,USD,CRESY
2022-04-27,Cresud S A Spon A D R,1,20000.0,7.9868,USD,CRESY
2022-04-27,Ebro Foods Sa,1,5660.0,16.737,EUR,EBRO.MC
2022-04-28,Ebro Foods Sa,1,4340.0,17.05529954,EUR,EBRO.MC
2022-04-28,Nordic Semiconductor Asa,1,15000.0,0.800225,GBP,NOD.OL
2022-05-02,Advantest Corp Ord(Jp),-1,4000.0,8870.0,JPY,6857.T
2022-05-04,Materialise Nv A D R,1,5000.0,17.2672,USD,MTLS
2022-05-04,Watches Of Switzerland Group,1,10000.0,9.6225,GBP,WOSG.L
2022-05-05,Zalando SE,1,3400.0,33.8615,EUR,ZAL.DE
2022-05-06,Slm Solutions Group Ag,1,28.0,10.3887,EUR,AM3D.DE
2022-05-06,Slm Solutions Group Ag,1,6538.0,10.38869991,EUR,AM3D.DE
2022-05-06,Slm Solutions Group Ag,1,6510.0,10.38870046,EUR,AM3D.DE
2022-05-09,Slm Solutions Group Ag,1,2361.0,10.24779896,EUR,AM3D.DE
2022-05-09,Jeol Ltd,-1,5050.0,5905.44534653,JPY,6951.T
